뉴스 식별자,일자,언론사,기고자,title_kor,통합 분류1,통합 분류2,통합 분류3,사건/사고 분류1,사건/사고 분류2,사건/사고 분류3,인물,위치,기관,keys_kor,특성추출(가중치순 상위 50개),summary,URL,분석제외 여부
08200101.20171003121155003,20171003,OBS,권현,"'국민 타자' 이승엽, 그라운드 아듀 오늘 은퇴",스포츠>야구, 스포츠>축구, 스포츠>농구_배구,,,,이승엽,"대구,일본,베이징,경기","국제대,월드베이스,히어로즈,삼성 라이온즈파크","국민,타자,이승엽,그라운드,아듀,은퇴,국민타자,이승엽,KBO,리그,최종전,은퇴,이승엽,라이온즈파크,대구,삼성,넥센,히어로즈,경기,23년,그라운드,이승엽,KBO리그,시즌,465개,시즌,159개,일본,프로,야구,통산,624개,홈런,기록,클래식,월드,베이스볼,올림픽,베이징,국제대회,중심타자,활약","이승엽,최종전,일본,베이징,삼성,대구,kbo리그,중심타자,히어로즈,국제대회,넥센,베이스볼,국민타자,라이온즈파크,kbo,아듀,통산,타자,시즌,은퇴,클래식,리그,그라운드,대회,국제,경기,홈런,기록,월드,중심,야구,올림픽,프로,국민,활약","'국민타자' 이승엽이 오늘 2017년 KBO리그 최종전을 끝으로 은퇴합니다. 

이승엽은 오늘 오후 대구 삼성 라이온즈파크에서 열리는 넥센 히어로즈와의 홈 경기를 끝으로 23년간 누빈 그라운드를 떠납니다. 

이승엽은 KBO리그 열다섯 시즌 동안 465개, 일본 프로야구 8년 통산 159개 등 624개의 홈런을 기록했고 2006년 월드베이스볼 클래식, ..",http://www.obsnews.co.kr/news/articleView.html?idxno=1063789,
10100101.20170929144337001,20170929,스포츠서울,정기호,"롯데 3위 확정 vs SK 5위 확정, 인천서 격돌",스포츠>야구>한국프로야구, 스포츠>농구_배구,,,,,린드블럼,"3경기,대전,1경기,0.5경기,경기,인천,마산구장,인천서,11경기","한화 이글스,삼성 라이온즈,SK행복드림구장,경기,SK가,와일드카드,롯데 자이언츠,히어로즈,NC 다이노스,두산,LG 트윈스,SK 와이번스,두산 베어스","확정,롯데,확정,vs,SK,인천,격돌,자이언츠,롯데,와이번스,SK,각자,운명,사투,롯데,SK,29일,인천,SK,행복드림구장,타이어,뱅크,KBO,리그,시즌,최종전,16차,포스트,시즌,대진표,빈칸,주인공,결정,중요,일전,롯데,이날,승리,마산구장,넥센,히어로즈,격돌,다이노스,NC,롯데,3위,NC,4위,확정,반대,연출,롯데,0.5경기,4위,경기,싸움,마지막,10월,3일,진출,포스트,시즌,매직,넘버,SK,한판,SK,이날,트윈스,LG,경기,5위,확정,유리,상황,안심,SK,이날,LG,연승,분위기,5위,주인공,시즌,마지막,결정,4년,상황,순위,정규,시즌,상위,최종,라이온즈,삼성,제외,최종일,결정,최종전,시즌,대전,경기,자력,가능,넥센,한화,이글스,발목,3위,최종전,3위,LG,트윈스,두산,베어스,제압,2위,플레이오프,직행,2위,두산,4위,시즌,롯데,SK,상황,상대,이날,경기,중요성,입증,에이스,카드,롯데,조쉬,린드블럼,롯데,SK,스콧,다이아몬드,출격,롯데,재합류,린드블럼,11경기,등판,평균,자책점,3.92,기록,9월,등판,퀄리티,스타트,선발,6이닝,3자책점,달성,평균,자책점,2.00,페이스,다이아몬드,페이스,린드블럼,다이아몬드,3경기,넥센,두산,KIA,타선,상대,이닝,짠물,피칭,린드블럼,시즌,SK,부진,다이아몬드,롯데전,이닝,호투,승리투수,정규시즌,정규,시즌,5일,와일드,카드,결정전,일정상,SK,하루,자리,확정,전력,재정비,시즌,최종전,순위,싸움,가을야구,들러리,신세,롯데,3위,4위,천양지차,와일드,카드,결정전,1차,에이스,투입,부담감,롯데,SK,LG,3팀,운명,관심","롯데,4위,3위,sk,5위,린드블럼,넥센,인천,두산,최종전,2위,결정전,정규시즌,lg,트윈스,6이닝,3자책점,삼성"," 3위 롯데 자이언츠와 5위 SK 와이번스가 각자의 운명을 걸고 사투를 벌인다.

 롯데와 SK는 29일 저녁 인천 SK행복드림구장에서 2017 타이어뱅크 KBO 리그 시즌 최종전(16차전)을 치른다.

 포스트 시즌 대진표 빈칸의 주인공을 결정할 수 있는 중요한 일전이다.

 롯데가 이날 승리하고 같은 시간 마산구장에서 넥센 히어로즈와 격돌하는 4위 ..",,
10100101.20170928172702001,20170928,스포츠서울,윤세호,"10월 3일 이승엽 은퇴경기, 부인 이송정씨 시구",스포츠>야구>한국프로야구,,,,,,"이송정,이승엽","경기,대구","삼성 라이온즈,라이온즈,히어로즈","이승엽,은퇴,경기,시구,부인,이송정,이승엽,부인,이송정,이승엽,은퇴경기,시구자,삼성,라이온즈,3일,5시,예정,넥센,히어로즈,시즌,최종전,이승엽,공식,은퇴식,진행,예정,이날,경기,이승엽,생활,현역,마감,2002년,부인,이송정,당일,시구,이승엽,아내,야구장,시구,부인,이송정,이승엽,야구팬,생각,은퇴식,아이들,이승엽,선수,야구선수,남편,아빠,출발점,시구자,소감,이송정씨,시포자,이승엽,이승엽,파크,대구,삼성,라이온즈,올스타전,시포자,아들,시구,시타,당일,은퇴,경기,인터뷰룸,라이온즈,파크,인터뷰,합동,인터뷰,예정,은퇴식,경기,종료,1시간,진행,계획","이승엽,라이온즈,은퇴식,이송정,시구자,시포자,이송정씨,은퇴경기,야구팬,대구,삼성,히어로즈,출발점,야구선수,넥센,아이들,최종전,인터뷰룸,야구장,올스타전,시타,시구,경기,부인,예정,진행,당일","[스포츠서울 윤세호기자] 이승엽의 부인 이송정씨가 이승엽의 은퇴경기에서 시구자로 나선다.

삼성 라이온즈는 3일 오후 5시에 예정된 넥센 히어로즈와의 시즌 최종전을 마친 뒤 이승엽의 공식 은퇴식을 진행할 예정이다. 이날 경기에서 이승엽은 23년 현역 생활을 마감하게 된다. 그리고 2002년 이후 그의 곁을 지켜온 부인 이송정씨가 당일 시구를 맡는다.

..",,
10100301.20170928124445001,20170928,스포츠한국,강병원,"동화약품, ‘2017 후시딘과 함께하는 홍명보 축구교실 페스티벌’ 개최",스포츠>월드컵, 스포츠>축구>해외축구, 스포츠>축구,,,,"소재,홍명보,손지훈","수원,성황리,서초,인조잔디구장","초등학교 축구팀,국가대표팀,히어로즈,축구교실","동화약품,후시딘,페스티벌,홍명보,축구,교실,개최,동화약품,대표이사,손지훈,수원,종합,운동장,인조잔디구장,서초센터,홍명보,축구,교실,서초,센터,후시딘,페스티벌,홍명보,축구,교실,성황리,개최,28일,페스티벌,홍명보,축구,국가,대표,감독,지도,진행,서초,축구교실,수원,소재,홍명보,어린이,축구,교실,인근,축구,클럽,초등학교,축구팀,36개,500여명,어린이들,참가,홍명보,감독,축구,국가,대표,대한민국,축구,축구,꿈나무,지속적,관심,지원,동화약품,감사,어린이들,마음,상처,건강,성장,동화약품,후시,상처,환경,어린이,생활,사회공헌활동,일환,2010년,축구교실,홍명보,어린이,축구,교실,후원,이외,넥센,히어로즈,어린이,안전,캠페인,인형극,캠페인,어린이,생활,안전,사회공헌활동,전개","홍명보,동화약품,수원,축구교실,어린이들,사회공헌활동,후시딘,축구팀,넥센,500여명,운동장,손지훈,꿈나무,인조잔디구장,히어로즈,후시,대표이사,대한민국,인형극,어린이,축구,교실,대표,상처,개최,감독,캠페인,생활","[스포츠한국 강병원 기자] 동화약품(대표이사 손지훈)은 최근 수원 종합운동장 내 인조잔디구장과 홍명보 축구교실 서초센터에서 ‘2017 후시딘과 함께 하는 홍명보 축구교실 페스티벌’을 성황리에 개최했다고 28일 밝혔다.

 



이번 페스티벌은 홍명보 전 축구 국가대표팀 감독 지도 하에 진행됐으며, 서초, 수원 소재 홍명보 어린이 축구교실과 인근 축구클..",,
10100101.20170926173159001,20170926,스포츠서울,윤세호,"이승엽 마지막 경기, 예매 오픈 5분 만에 매진",스포츠>스포츠일반,,,,,,이승엽,경기,"삼성 라이온즈,히어로즈","경기,이승엽,마지막,5분,예매,오픈,매진,전설,이승엽,현역,마지막,경기,입장권,순식간,매진,구단,삼성,라이온즈,3일,5시,예정,넥센,히어로즈,시즌,최종전,국민,타자,이승엽,현역,마지막,경기,입장권,5분,매진,2시,블루회원,대상,등급별,시차,판매,시작,은퇴,경기,티켓,25일,블루회원,1만,판매,26일,11시,일반팬,대상,판매,시작,9000석,티켓,5분,매진,삼성,라이온즈,23년,국민타자,라이언킹,야구팬들,사랑,이승엽,작별인사,노력,준비","이승엽,국민타자,라이온즈,입장권,블루회원,최종전,삼성,넥센,야구팬들,일반팬,히어로즈,라이언킹,등급별,작별인사,1만,9000석,순식간,티켓,매진,판매,경기,대상,마지막,회원,시즌,시작,국민,타자,오픈,예매,현역,준비,노력","[스포츠서울 윤세호기자] 전설 이승엽의 현역 마지막 경기 입장권이 순식간에 매진됐다.

삼성 라이온즈 구단은 26일 10월 3일 오후 5시로 예정된 넥센 히어로즈와의 시즌 최종전 겸 ‘국민타자’이승엽의 현역 마지막 경기 입장권이 5분 만에 매진됐다고 밝혔다. 
.
지난 9월 24일 오후 2시부터 블루회원을 대상으로 등급별로 시차를 두고 판매를 시작한 은..",,
10100101.20170922120614001,20170922,스포츠서울,윤세호,"NC, 30일 이호준 은퇴경기 및 2017시즌 '팬 수고했 DAY' 행사",스포츠>스포츠일반,,,,,,"이동훈,이호준,이동욱","창원,신사,마산야구장,경기","다이노스,신사,NC 다이노스,경기,히어로즈,성원","NC,은퇴경기,이호준,은퇴,경기,2017시즌,수고,시즌,행사,NC,다이노스,마산야구장,창원,넥센,히어로즈,경기,프로야구선수,24번,시즌,마감,이호준,은퇴경기,수고,행사,진행,행사,은퇴,NC,다이노스,시작,도전,의미,이호준,프로,선수,은퇴,품격,신사,출발,축하,기념,행사,이호준,은퇴,경기,기념,입장객,이호준,은퇴,기념,엠블럼,티셔츠,선물,2시,6시,당일,티켓,소지,GATE,방문,선착순,티셔츠,이호준,편지,응원,클래퍼,선물,경기,이호준,부자,자리,은퇴,경기,시작,이호준,시구,이호준,아들,중학교,야구,선수,이동훈,시타,이동욱,막내,아들,이동욱,시포,경기,영상,이호준,헌정,상영,다이노스,아너스,클럽,가입식,부제,신사,품격,행사,본격적,은퇴행사,진행,이날,경기,2017시즌,성원,팬들,감사,인사,수고,행사,진행,2시,마산야구장,팬샵,NC,다이노스,팬샵,포토존,공간,행운,박스,이벤트,참가,참가권,이호준,은퇴,행사,참가,1명,장갑,이호준,실착,유니폼,선수단,실착,레드나이츠,엔씨소프트,리니지,판다캣,MD상품,경품,종료,이호준,은퇴,행사,회원들,개인,시즌,회원,행사,그라운드,하이파이브,예정,수고,홈경기,감사,할인혜택,일반,좌석,구매,티켓,할인,혜택,홈페이지,NC,다이노스,확인","이호준,다이노스,nc,실착,은퇴행사,은퇴경기,이동욱,마산야구장,선착순,리니지,엔씨소프트,중학교,가입식,이동훈,홈경기,창원,품격,엠블럼","[스포츠서울 윤세호기자] NC 다이노스가 오는 30일 창원 마산야구장에서 열리는 넥센 히어로즈와의 경기를 프로야구선수로서 24번째 시즌을 마감하는 이호준의 은퇴경기 및 ‘팬 수고했 DAY’ 행사로 진행한다.

이번 행사는 은퇴가 끝이 아니라 NC 다이노스와 함께 새로운 시작과 도전을 한다는 의미로 이호준이 프로선수 은퇴 뒤 맞게 될 새로운 삶을 품격을 ..",,
10100101.20170922120506001,20170922,스포츠서울,윤세호,"NC 다이노스, 30일 이호준 은퇴경기 및 2017시즌 '팬 수고했 DAY' 행사",스포츠>스포츠일반,,,,,,"이동훈,이호준,이동욱","창원,신사,마산야구장,경기","다이노스,신사,NC 다이노스,경기,히어로즈,성원","NC,다이노스,은퇴경기,이호준,은퇴,경기,2017시즌,수고,시즌,행사,NC,다이노스,마산야구장,창원,넥센,히어로즈,경기,프로야구선수,24번,시즌,마감,이호준,은퇴경기,수고,행사,진행,행사,은퇴,NC,다이노스,시작,도전,의미,이호준,프로,선수,은퇴,품격,신사,출발,축하,기념,행사,이호준,은퇴,경기,기념,입장객,이호준,은퇴,기념,엠블럼,티셔츠,선물,2시,6시,당일,티켓,소지,GATE,방문,선착순,티셔츠,이호준,편지,응원,클래퍼,선물,경기,이호준,부자,자리,은퇴,경기,시작,이호준,시구,이호준,아들,중학교,야구,선수,이동훈,시타,이동욱,막내,아들,이동욱,시포,경기,영상,이호준,헌정,상영,다이노스,아너스,클럽,가입식,부제,신사,품격,행사,본격적,은퇴행사,진행,이날,경기,2017시즌,성원,팬들,감사,인사,수고,행사,진행,2시,마산야구장,팬샵,NC,다이노스,팬샵,포토존,공간,행운,박스,이벤트,참가,참가권,이호준,은퇴,행사,참가,1명,장갑,이호준,실착,유니폼,선수단,실착,레드나이츠,엔씨소프트,리니지,판다캣,MD상품,경품,종료,이호준,은퇴,행사,회원들,개인,시즌,회원,행사,그라운드,하이파이브,예정,수고,홈경기,감사,할인혜택,일반,좌석,구매,티켓,할인,혜택,홈페이지,NC,다이노스,확인","이호준,다이노스,nc,실착,은퇴행사,은퇴경기,이동욱,마산야구장,선착순,리니지,엔씨소프트,중학교,가입식,이동훈,홈경기,창원,품격,엠블럼","[스포츠서울 윤세호기자] NC 다이노스가 오는 30일 창원 마산야구장에서 열리는 넥센 히어로즈와의 경기를 프로야구선수로서 24번째 시즌을 마감하는 이호준의 은퇴경기 및 ‘팬 수고했 DAY’ 행사로 진행한다.

이번 행사는 은퇴가 끝이 아니라 NC 다이노스와 함께 새로운 시작과 도전을 한다는 의미로 이호준이 프로선수 은퇴 뒤 맞게 될 새로운 삶을 품격을 ..",,중복
10100101.20170915213512001,20170915,스포츠서울,장강훈,"완벽했던 SK 다이아몬드, 첫 완봉으로 가을 희망 던졌다",스포츠>야구>한국프로야구, 스포츠>야구>메이저리그, 스포츠>농구_배구,,,,"오재일,장원준,김재환","잠실구장,한국,서울,경기","LG 트윈스,SK가,우전,두산,히어로즈,두산 베어스","완벽,SK,다이아몬드,완봉,가을,희망,SK,스콧,다이아몬드,완벽,역투,희망,가을,잔치,참가,SK,잠실구장,서울,베어스,타이어,뱅크,KBO,리그,두산,방문경기,승리,3연승,다이아몬드,9이닝,무실점,무사,시즌,6패,한국,무대,완봉승,장식,완봉승,시즌,무사4구,완봉승,시즌,128번,KBO,리그,통산,다이아몬드,두산,타선,7회,타자,1루,허용,퍼펙트,피칭,8회,선두,타자,김재환,다이아몬드,3구,공략,중전,안타,김재환,홈런,박수,오재일,2루타,우익,선상,다이아몬드,무사,3루,무사,2,,위기,3명,결국,후속,타자,삼진,실점,다이아몬드,9회,무실점,경기,마침표,두산,선발,투수,장원준,호투,6회,행진,장원준,7회,최항,7회,1사,3루,2,,우전,적시타,누상,주자,노수광,우전,적시타,1점,김강민,장원준,시속,커브,좌측,투런포,승부,쐐기,SK,LG,트윈스,넥센,히어로즈,티켓,가을,야구,막차,경쟁,포스트,시즌,진출,5위,마지막,자리,SK,LG,넥센,추격,한숨,두산,2연,패를","두산,장원준,김재환,sk,7회,3루,무실점,넥센,완봉승,1루,무사4구,적시타,트윈스,삼진,서울,128번,1사","[스포츠서울 장강훈기자] SK가 스콧 다이아몬드의 완벽 역투를 품에 안고 가을잔치 참가 희망을 키웠다.

SK는 15일 서울 잠실구장에서 열린 2017 타이어뱅크 KBO리그 두산 베어스와 방문경기에서 5-0으로 승리해 3연승을 달렸다. 다이아몬드는 9이닝을 3안타 무사4구 무실점으로 막고 시즌 9승(6패)째를 한국 무대 첫 완봉승으로 장식했다. 완봉승은..",,
10100101.20170911150500001,20170911,스포츠서울,김도훈,"[SS포토] '넥센의 2차 1순위' 김선기, 히어로즈 모자 잘 어울리죠?",스포츠>스포츠일반,,,,,,김선기,서울,"조선호텔,히어로즈","넥센,김선기,히어로즈,모자,넥센,히어로즈,지명,상무,김선기,서울,웨스틴,조선호텔,진행,KBO,신인,드래프트,참여,넥센,유니폼,플래,세례","넥센,조선호텔,김선기,히어로즈,서울,웨스틴,kbo,세례,신인,드래프트,지명,유니폼,상무,참여,진행,모자,플래",넥센 히어로즈의 신인 2차 1순위로 지명을 받은 상무 김선기가 11일 서울 웨스틴 조선호텔에서 진행된 ‘2018 KBO 신인 드래프트’에 참여해 넥센 유니폼을 입은 뒤 플래시 세례를 받고있다. 2017.09.11. 김도훈기자 dica@sportsseoul.com,,
10100101.20170911145737002,20170911,스포츠서울,김도훈,"[SS포토] 'KIA의 2차 1순위' 김유신, 이제는 타이거즈맨!",스포츠>스포츠일반,,,,,,"김선기,김유신",서울,"조선호텔,타이거즈맨,KIA,KIA 타이거즈,세광고,히어로즈","KIA,김유신,타이거즈맨,넥센,히어로즈,지명,상무,김선기,왼쪽,KIA,타이거즈,지명,세광고,김유신,서울,웨스틴,조선호텔,진행,KBO,신인,드래프트,참여,플래,세례","김유신,조선호텔,타이거즈,서울,김선기,넥센,kia,히어로즈,타이거즈맨,세광고,웨스틴,kbo,세례,신인,지명,드래프트,왼쪽,상무,참여,진행,플래",넥센 히어로즈의 신인 2차 1순위로 지명을 받은 상무 김선기(왼쪽)와 KIA 타이거즈의 2차 1순위로 지명받은 세광고 김유신이 11일 서울 웨스틴 조선호텔에서 진행된 ‘2018 KBO 신인 드래프트’에 참여해 플래시 세례를 받고있다. 2017.09.11. 김도훈기자 dica@sportsseoul.com,,
