뉴스 식별자,일자,언론사,기고자,title_kor,통합 분류1,통합 분류2,통합 분류3,사건/사고 분류1,사건/사고 분류2,사건/사고 분류3,인물,위치,기관,keys_kor,특성추출(가중치순 상위 50개),summary,URL,분석제외 여부
10100101.20181004223030001,20181004,스포츠서울,이웅희,#김광현 화려한 피날레 가로막은 KIA 유재신의 인생홈런,스포츠>야구>한국프로야구, 스포츠>야구>메이저리그,,사고>스포츠사고,,,"유재신,김광현,힐만,팻딘,김기태,이명기,이재원","당하,한국,한 시즌 100경기,경기,6시즌 437경기","KIA,그랜드슬램,우리,iasp,히어로즈","김광현,피날,KIA,유재신,인생홈런,홈런,인생,홈런,순간,만년,백업,요원,KIA,유재신,11년,프로,데뷔,홈런포,상대투수,한국,대표,최고,좌완,투수,김광현,30,SK,이명기,KIA,외야수,SK전,문학,SK,통증,다리,햄스트링,엔트리,잔여,경기,출전,불투명,경쟁,KIA,악재,감독,KIA,김기태,이명기,대체자,이날,유재신,8번,타자,우익수,선발출전,유재신,만루,무사,김광현,구속,슬라이더,통타,왼쪽,담장,슬라이더,통타,데뷔,프로,홈런,손맛,홈런,그랜드슬램,기쁨,프로,무대,경기,그라운드,더그아웃,유재신,동료들,축하인사,유재신,이날,정규,시즌,마지막,등판,김광현,시즌,피날레,경기,등판,정규,시즌,마지막,순위싸움,상황,중요,김광현,몸상태,건강,중요,위험부담,최소,이날,경기,승리,기분,시즌,마무리,SK,유재신,일격,수비,유재신,활약,만루포,KIA,4회,만루,위기,기회,SK,4번,타자,이재원,구원,투수,팻딘,상대,오른쪽,홈런,타구,관중석,환호성,유재신,담장,점프,타구,홈런,순식간,외야플라이,원정,관중석,유재신,연호,만루포,유재신,상대,만루포,호수비,경기,유재신,병살,스타일,정확,생각,타석,실투,순간,희생,플라이,베이스,홈런,도움,생각,나이,유망주,명기,공백,역할,충실,소감,유재신,2008년,넥센,히어로즈,프로,데뷔,시즌,경기,무대,경기,홈런,1개,주전,백업요원,만큼,그라운드","유재신,김광현,kia,만루포,sk,팻딘,4회,관중석,이명기,백업요원,햄스트링,외야수,김기태","[문학=스포츠서울 이웅희기자] 누군가에게 쉬운 홈런이 다른 누군가에게는 꿈같은 일이다. 좀 늦었지만 인생의 첫 홈런이 귀중한 순간 터졌다. 만년 백업요원이었던 KIA 유재신(31)이 프로 데뷔 11년 만에 홈런포를 쏘아올렸다. 상대투수도 한국을 대표하는 최고의 좌완투수 김광현(30 SK)이어서 더 빛났다. 

KIA 외야수 이명기는 4일 문학 SK전을 ..",,
10100101.20180930170635001,20180930,스포츠서울,최승섭,[포토] 홈경기 마친 넥센 ' 더 높은 곳에서 인사드리겠습니다',스포츠>야구>한국프로야구,,,,,,,"고척,경기","NC 다이노스,경기,히어로즈","홈경기,넥센,인사,KBO,리그,넥센,히어로즈,NC,다이노스,경기,스카이돔,고척,넥센,선수,경기,관중들,원팀,세리머니,인사,2018.,고척","넥센,고척,다이노스,히어로즈,원팀,관중들,nc,스카이돔,kbo,홈경기,경기,인사,관중,리그,세리머니,선수","2018 KBO리그 넥센 히어로즈와 NC 다이노스의 경기가 30일 고척 스카이돔에서 열렸다.
넥센 선수들이 경기 후 관중들에게 원팀 세리머니를 하며 인사를 하고 있다. 
2018. 9. 30.
고척 | 최승섭기자 thunder@sportsseoul.com",,예외
10100101.20180930170534001,20180930,스포츠서울,최승섭,[포토] 홈경기 마직막 치른 넥센 영웅들 '원팀 세리머니로 인사',스포츠>야구>한국프로야구,,,,,,,"고척,경기","NC 다이노스,경기,히어로즈","홈경기,마직막,넥센,영웅,원팀,세리머니,인사,KBO,리그,넥센,히어로즈,NC,다이노스,경기,스카이돔,고척,넥센,선수,경기,관중들,원팀,세리머니,인사,2018.,고척","넥센,원팀,고척,다이노스,히어로즈,마직막,관중들,nc,스카이돔,홈경기,kbo,경기,인사,세리머니,리그,관중,선수,영웅","2018 KBO리그 넥센 히어로즈와 NC 다이노스의 경기가 30일 고척 스카이돔에서 열렸다.
넥센 선수들이 경기 후 관중들에게 원팀 세리머니를 하며 인사를 하고 있다. 
2018. 9. 30.
고척 | 최승섭기자 thunder@sportsseoul.com",,"중복, 예외"
10100101.20180930170419001,20180930,스포츠서울,최승섭,[포토] 윤영삼 '엄지 척',스포츠>야구>한국프로야구, 스포츠>올림픽_아시안게임,,,,,윤영삼,"고척,경기","NC 다이노스,경기,히어로즈","윤영삼,엄지,KBO,리그,넥센,히어로즈,NC,다이노스,경기,스카이돔,고척,윤영삼,넥센,투수,경기,엄지,2018.,고척","넥센,고척,윤영삼,다이노스,히어로즈,nc,스카이돔,kbo,엄지,경기,투수,리그","2018 KBO리그 넥센 히어로즈와 NC 다이노스의 경기가 30일 고척 스카이돔에서 열렸다.
넥센 투수 윤영삼이 경기 후 엄지를 세워보이고 있다. 
2018. 9. 30.
고척 | 최승섭기자 thunder@sportsseoul.com",,예외
10100101.20180930170317001,20180930,스포츠서울,최승섭,"[포토] 추락하는 NC, 6연패 수렁속으로...",스포츠>야구>한국프로야구, 스포츠>올림픽_아시안게임,,,,,,"고척,경기","NC 다이노스,경기,히어로즈","추락,NC,수렁속,KBO,리그,넥센,히어로즈,NC,다이노스,경기,스카이돔,고척,NC,선수,경기,2018.,고척","nc,고척,넥센,수렁속,히어로즈,다이노스,스카이돔,kbo,경기,리그,선수,추락","2018 KBO리그 넥센 히어로즈와 NC 다이노스의 경기가 30일 고척 스카이돔에서 열렸다.
NC 선수들이 9회 경기를 지켜보고 있다. 
2018. 9. 30.
고척 | 최승섭기자 thunder@sportsseoul.com",,예외
10100101.20180930163438001,20180930,스포츠서울,최승섭,[포토] 연타석 홈런 샌즈 '이렇게 좋을 수가',스포츠>야구>한국프로야구,,,,,,,고척,"샌즈,NC 다이노스,경기,히어로즈","샌즈,연타석,홈런,KBO,리그,넥센,히어로즈,NC,다이노스,경기,스카이돔,고척,넥센,샌즈,7회,2사,우중월홈런,동료들,하이파이브,2018.,고척","넥센,고척,샌즈,다이노스,히어로즈,파이브,2사,우중월홈런,7회,동료들,nc,우중월,스카이돔,연타석,kbo,홈런,하이,하이파이브,동료,리그,경기","2018 KBO리그 넥센 히어로즈와 NC 다이노스의 경기가 30일 고척 스카이돔에서 열렸다.
넥센 샌즈가 7회말 2사1루 우중월홈런을 날린 후 웃으며 동료들과 하이파이브를 하고 있다. 
2018. 9. 30.
고척 | 최승섭기자 thunder@sportsseoul.com",,예외
10100101.20180930162624002,20180930,스포츠서울,최승섭,"[포토] 샌즈, 6회 이어 7회도 투런포 쾅",스포츠>야구>한국프로야구,,,,,,,고척,"샌즈,NC 다이노스,경기,히어로즈","샌즈,6회,7회,투런포,KBO,리그,넥센,히어로즈,NC,다이노스,경기,스카이돔,고척,넥센,샌즈,7회,2사,우중월홈런,덕아웃,2018.,고척","넥센,고척,7회,다이노스,샌즈,히어로즈,투런포,덕아웃,우중월,우중월홈런,2사,nc,스카이돔,6회,kbo,홈런,리그,경기","2018 KBO리그 넥센 히어로즈와 NC 다이노스의 경기가 30일 고척 스카이돔에서 열렸다.
넥센 샌즈가 7회말 2사1루 우중월홈런을 날린 후 웃으며 덕아웃으로 들어오고 있다. 
2018. 9. 30.
고척 | 최승섭기자 thunder@sportsseoul.com",,예외
10100101.20180930162117001,20180930,스포츠서울,최승섭,[포토] 삼진 이정후 '오늘 왜 이러지',스포츠>야구>한국프로야구,,,,,,,고척,"NC 다이노스,경기,히어로즈","이정후,KBO,리그,넥센,히어로즈,NC,다이노스,경기,스카이돔,고척,넥센,이정후,7회,삼진아웃,덕아웃,2018.,고척","넥센,고척,이정후,다이노스,삼진아웃,히어로즈,덕아웃,nc,스카이돔,7회,kbo,리그,경기","2018 KBO리그 넥센 히어로즈와 NC 다이노스의 경기가 30일 고척 스카이돔에서 열렸다.
넥센 이정후가 7회말 1사 헛스윙 삼진아웃을 당한 후 덕아웃으로 들어오고 있다. 
2018. 9. 30.
고척 | 최승섭기자 thunder@sportsseoul.com",,예외
10100101.20180930161710001,20180930,스포츠서울,최승섭,[포토] 역투하는 구창모,스포츠>올림픽_아시안게임, 스포츠>야구,,,,,구창모,고척,"NC 다이노스,경기,히어로즈","역투,구창모,KBO,리그,넥센,히어로즈,NC,다이노스,경기,스카이돔,고척,구창모,NC,투수,역투,2018.,고척","고척,nc,구창모,다이노스,넥센,히어로즈,스카이돔,kbo,역투,투수,리그,경기","2018 KBO리그 넥센 히어로즈와 NC 다이노스의 경기가 30일 고척 스카이돔에서 열렸다.
NC 투수 구창모가 7회 역투하고 있다. 
2018. 9. 30.
고척 | 최승섭기자 thunder@sportsseoul.com",,예외
10100101.20180930160953001,20180930,스포츠서울,최승섭,[포토] 역투하는 안우진,스포츠>올림픽_아시안게임, 스포츠>야구>한국프로야구,,,,,,고척,"NC 다이노스,경기,히어로즈","역투,안우진,KBO,리그,넥센,히어로즈,NC,다이노스,경기,스카이돔,고척,안우진,넥센,투수,역투,2018.,고척","넥센,고척,안우진,다이노스,히어로즈,nc,스카이돔,kbo,역투,투수,리그,경기","2018 KBO리그 넥센 히어로즈와 NC 다이노스의 경기가 30일 고척 스카이돔에서 열렸다.
넥센 투수 안우진이 7회 역투하고 있다. 
2018. 9. 30.
고척 | 최승섭기자 thunder@sportsseoul.com",,예외
