뉴스 식별자,일자,언론사,기고자,title_kor,통합 분류1,통합 분류2,통합 분류3,사건/사고 분류1,사건/사고 분류2,사건/사고 분류3,인물,위치,기관,keys_kor,특성추출(가중치순 상위 50개),summary,URL,분석제외 여부
8100401.202,20160930,YTN,YTN,횡령 의혹' 이장석 넥센 구단주 기소,사회>사건_사고, 사회>미디어,,범죄>기업범죄>횡령, 범죄>범죄일반>사기,,"이장석,홍성은,남궁종환",서울,"넥센,재미교포,검찰,청구,레이니어그룹,서울중앙지방검찰청,히어로즈","횡령,의혹,이장석,넥센,구단주,기소,투자,사기,혐의,이장석,프로,야구,넥센,히어로즈,구단주,이장석,재판,서울중앙지방검찰청,횡령,배임,혐의,구속,기소,범행,가담,남궁종환,서울,히어로즈,단장,혐의,재판,서울,히어로즈,지분,조건,홍성,재미,교포,사업가,레이니어,그룹,회장,20억,투자,지분,약속,혐의,1월,장부,조작,회삿돈,개인,비자금,12월,광고,인센티브,회사,10억,손실,혐의,검찰,차례,대표,구속영장,청구,법원,혐의,다툼,여지,기각","이장석,넥센,히어로즈,사업가,서울,구단주,회삿돈,홍성,20억,남궁종환,서울중앙,10억,검찰청,레이니어,구속영장,서울중앙지방검찰청,혐의,지분,기소,투자,회장,구속,재판,횡령,단장,여지","수십억 원대 투자 사기 혐의를 받고 있는 프로야구 넥센 히어로즈 구단주 이장석 씨가 재판에 넘겨졌습니다.

서울중앙지방검찰청은 횡령과 배임 혐의 등을 받고 있는 이 씨를 불구속 기소했다고 밝혔습니다.

또, 범행에 가담한 남궁종환 서울 히어로즈 단장도 같은 혐의로 재판에 넘겼습니다.

이들은 지난 2008년 서울 히어로즈 지분을 넘겨주는 조건으로 재미교..",https://www.ytn.co.kr/_ln/0103_201609301350435803,
8100201.202,20160930,MBC,전기영,수십억대 경영 비리' 넥센 히어로즈 이장석 대표 기소,경제>산업_기업,,,범죄>기업범죄>횡령,,,"남,홍성은,이,이장석,남궁종환",서울,"레이니어그룹,넥센,재미교포,히어로즈,서울중앙지검","경영,비리,기소,넥센,히어로즈,이장석,대표,서울중앙지검,경영,비리,프로,야구,넥센,히어로즈,구단주,이장석,대표,남궁종환,단장,기소,서울,히어로즈,지분,조건,홍성,재미,교포,사업가,레이니어그룹,회장,20억,투자,지분,약속,혐의,조사,결과,대표,방식,상품권,환전,28억,횡령,단장,장부,조작,회삿돈,개인,용도,사용","넥센,히어로즈,사업가,회삿돈,홍성,상품권,이장석,서울,20억,28억,레이니어그룹,서울중앙지검,남궁종환,구단주,대표,지분,기소,단장,환전,비리,용도,개인,회장,조작,혐의,조사,경영,장부,재미,횡령,교포","서울중앙지검은 수십억 원대 경영비리를 저지른 프로야구 넥센 히어로즈 구단주 이장석 대표와 남궁종환 단장을 불구속 기소했습니다.이들은 2008년 서울 히어로즈 지분을 넘겨주는 조건으로 재미교포 사업가 홍성은 레이니어그룹 회장으로부터 20억 원을 투자받고서 지분 양도 약속을 지키지 않은 혐의 등을 받고 있습니다. 조사 결과, 이 대표는 상품권 환전 방식 등..",http://imnews.imbc.com/replay/2016/nw1800/article/4128668_19830.html,
10100301.2,20160930,스포츠한국,박대웅,‘수십억대 경영 비리’ 넥센 이장석 대표 불구속 기소,사회>사건_사고, 사회>미디어, 사회>노동_복지,범죄>기업범죄>횡령, 범죄>범죄일반>사기,,"홍성은,이,이진동,이장석,남궁종환,남궁","서울,한국,13억여원","레이니어그룹,법원,검찰,청구,서울중앙지검,히어로즈","경영,비리,기소,넥센,이장석,대표,넥센,구단주,이장석,대표,기소,서울중앙지검,조사,이진동,부장검사,사기,특정,경제,범죄,가중,처벌,횡령,배임,혐의,대표,기소,범행,가담,남궁종환,단장,혐의,재판,검찰,조사,이장석,대표,구단,수익금,입금,계좌,관리,업무,전반,총괄,남궁종환,단장,대표,보좌,대표,2010년,장부,조작,회삿돈,개인,비자금,혐의,남궁,단장,13억,개인적,사용,광고,인센티브,회사,정관,2010년,소급적용,17억,손실,회사,혐의,서울,히어로즈,지분,조건,홍성,레이니어그룹,회장,20억,투자,지분,약속,혐의,대표,남궁,단장,횡령,배임,혐의,액수,82억,검찰,이장석,대표,차례,영장,청구,법원,범죄혐의,다툼,여지,구속,사유,필요성,인정,기각,기소,결국,스포츠한국","넥센,이장석,20억,회삿돈,남궁종환,서울중앙지검,서울,남궁,필요성,레이니어그룹,17억,부장검사,홍성,수익금,스포츠한국,범죄혐의,소급적용,이진동,82억,13억,히어로즈,구단주,한국,혐의",[스포츠한국 박대웅 기자] 넥센 구단주 이장석 대표가 불구속 기소됐다.서울중앙지검 조사1부(이진동 부장검사)는 30일 특정경제범죄가중처벌법상 사기 횡령 배임 혐의로 이 대표를 불구속 기소했음을 밝혔다. 범행에 가담한 남궁종환 단장 역시 같은 혐의로 재판에 넘겨졌다. 검찰 조사에 따르면 이장석 대표는 구단의 주요 수익금이 입금되는 계좌를 관리하며 관련 업..,,
10100101.2,20160929,스포츠서울,김도훈,"[SS포토] 넥센 히어로즈, 두산의 시즌 최다승 신기록 저지하며 9-1",스포츠>야구>한국프로야구,,,,,,,"잠실,경기","두산,히어로즈,두산 베어스","넥센,히어로즈,두산,시즌,최다승,저지,선수들,넥센,히어로즈,선수,구장,잠실,진행,두산,베어스,경기,승리,마운드,자축,2016.09,잠실","잠실,두산,히어로즈,최다승,넥센,베어스,선수들,저지,시즌,마운드,승리,자축,경기,구장,선수,진행",넥센 히어로즈 선수들이 29일 잠실 구장에서 진행된 두산 베어스와의 경기에서 9-1로 승리한 뒤 마운드에 모여 자축하고 있다. 2016.09.29. 잠실 | 김도훈기자 dica@sportsseoul.com,,
10100101.2,20160929,스포츠서울,김도훈,"[SS포토] 두산 베어스, 시즌 최다승 신기록 부담됐나? 넥센전 1-9 완패...",스포츠>야구>한국프로야구,,,,,,허경민,"잠실,경기","히어로즈,두산 베어스","두산,베어스,시즌,최다승,부담,넥센전,완패,허경민,선수들,두산,베어스,선수,구장,잠실,진행,넥센,히어로즈,경기,홈팬들,인사,퇴장,2016.09,잠실","잠실,베어스,두산,최다승,홈팬들,히어로즈,넥센,허경민,넥센전,선수들,부담,시즌,경기,인사,퇴장,완패,진행,구장,선수",허경민 등 두산 베어스 선수들이 29일 잠실 구장에서 진행된 넥센 히어로즈와의 경기에서 1-9로 패한 뒤 홈팬들에게 인사하며 퇴장하고 있다. 2016.09.29. 잠실 | 김도훈기자 dica@sportsseoul.com,,
10100101.2,20160929,스포츠서울,김도훈,"[SS포토] 박희본의 잠실 시구, 두산걸로 완벽한 변신!",문화>방송_연예, 문화>음악,,,,,박희본,"잠실,경기","두산,히어로즈,두산 베어스","박희본,잠실,두산걸,완벽,변신,가수,가수,배우,박희본,구장,잠실,진행,두산,베어스,넥센,히어로즈,경기,시구,야구팬드,인사,2016.09,잠실","잠실,두산,박희본,야구팬드,히어로즈,팬드,넥센,베어스,두산걸,가수,배우,시구,경기,야구,인사,완벽,변신,진행,구장",가수 겸 배우 박희본이 29일 잠실 구장에서 진행된 두산 베어스와 넥센 히어로즈의 경기에서 시구를 마친 뒤 야구팬드을 향해 손 흔들어 인사하고 있다. 2016.09.29. 잠실 | 김도훈기자 dica@sportsseoul.com,,
10100101.2,20160929,스포츠서울,김도훈,"[SS포토] 넥센 이강철 코치의 하품, 두산이 오늘은 좀 시시하네...?",스포츠>야구>한국프로야구,,,,,,이강철,"잠실,경기","두산,히어로즈,두산 베어스","코치,넥센,이강철,하품,두산,넥센,히어로즈,이강철,코치,구장,잠실,진행,두산,베어스,경기,공수교대,하품,2016.09,잠실","잠실,두산,넥센,이강철,공수교대,베어스,히어로즈,하품,코치,경기,구장,진행",넥센 히어로즈 이강철 코치가 29일 잠실 구장에서 진행된 두산 베어스와의 경기에서 9-1로 앞선 7회 공수교대를 기다리며 하품하고 있다. 2016.09.29. 잠실 | 김도훈기자 dica@sportsseoul.com,,
10100101.2,20160929,스포츠서울,김도훈,"[SS포토] 넥센 벤 헤켄, 두산전 7이닝 1실점으로 9-1 승리 요건!",스포츠>야구>한국프로야구,,,,,,,"잠실,경기","두산전,히어로즈,두산 베어스","넥센,헤켄,넥센,1실점,두산전,승리,요건,선발,넥센,히어로즈,헤켄,구장,잠실,진행,두산,베어스,경기,투구,교체,경기,상황,2016.09,잠실","넥센,잠실,두산전,헤켄,히어로즈,두산,베어스,1실점,경기,투구,진행,상황,교체,승리,구장,요건,선발",넥센 히어로즈 선발 벤 헤켄이 29일 잠실 구장에서 진행된 두산 베어스와의 경기에서 9-1로 앞선 7회 투구를 마친 뒤 교체되어 경기 상황을 살피고 있다. 2016.09.29. 잠실 | 김도훈기자 dica@sportsseoul.com,,
10100101.2,20160929,스포츠서울,김도훈,"[SS포토] 두산 홍상삼, 한화전 9회 역전패의 악몽을 지우는 깔끔한 역투!",스포츠>야구>한국프로야구,,,,,,,"잠실,경기","두산,히어로즈,두산 베어스","두산,홍상삼,역전패,한화전,악몽,역투,홍상삼,두산,베어스,구장,잠실,진행,넥센,히어로즈,경기,등판,삼자범퇴,이닝,덕아웃,2016.09,잠실","잠실,한화전,두산,베어스,홍상삼,히어로즈,덕아웃,넥센,삼자범퇴,역전패,등판,범퇴,이닝,삼자,경기,진행,역투,악몽,구장",두산 베어스 홍상삼이 29일 잠실 구장에서 진행된 넥센 히어로즈와의 경기에서 1-9로 뒤진 8회 등판해 삼자범퇴로 이닝을 마친 뒤 덕아웃으로 향하고 있다. 2016.09.29. 잠실 | 김도훈기자 dica@sportsseoul.com,,
10100101.2,20160929,스포츠서울,김도훈,"[SS포토] 두산 김태형 감독, 오늘은 벤 헤켄에 완전히 당했네!",스포츠>야구>한국프로야구,,,,,,"헤켄,김태형","잠실,경기","두산,히어로즈,두산 베어스","감독,두산,김태형,헤켄,두산,베어스,김태형,감독,구장,잠실,진행,넥센,히어로즈,경기,7회,헤켄,투구,2016.09,잠실","헤켄,잠실,김태형,두산,7회,히어로즈,넥센,베어스,감독,경기,진행,투구,구장",두산 베어스 김태형 감독이 29일 잠실 구장에서 진행된 넥센 히어로즈와의 경기에서 1-9로 뒤진 7회 벤 헤켄의 투구를 바라보고 있다. 2016.09.29. 잠실 | 김도훈기자 dica@sportsseoul.com,,
10100101.2,20160929,스포츠서울,김도훈,"[SS포토] 리퍼트 주한미국대사, 잠실 구장에서 인기 실감?",문화>문화일반,,,,,,리퍼트,"잠실,경기","주한미국대사,히어로즈,두산 베어스","리퍼트,주한,미국,대사,잠실,구장,인기,실감,리퍼트,주한,미국,대사,구장,잠실,진행,두산,베어스,넥센,히어로즈,경기,관전,야구팬들,요청,기념사진,촬영,2016.09,잠실","잠실,리퍼트,기념사진,히어로즈,넥센,베어스,야구팬들,두산,야구팬,미국,촬영,구장,대사,경기,관전,실감,주한,인기,요청,진행",리퍼트 주한미국대사가 29일 잠실 구장에서 진행된 두산 베어스와 넥센 히어로즈의 경기를 관전하던 중 야구팬들의 기념사진 촬영 요청에 응하고 있다. 2016.09.29. 잠실 | 김도훈기자 dica@sportsseoul.com,,
10100101.2,20160929,스포츠서울,김도훈,"[SS포토] 넥센 이택근, 두산에 시즌 최다승 기대 뺐는 스리런 홈런포",스포츠>야구>한국프로야구,,,,,,,"잠실,경기","두산,히어로즈,두산 베어스","넥센,이택근,두산,시즌,최다승,스리런,홈런포,이택근,넥센,히어로즈,구장,잠실,진행,두산,베어스,경기,홈런,스리런,2016.09,잠실","잠실,두산,넥센,최다승,히어로즈,이택근,베어스,홈런포,스리런,시즌,경기,구장,홈런,진행",넥센 히어로즈 이택근이 29일 잠실 구장에서 진행된 두산 베어스와의 경기에 3-1로 앞선 4회 스리런 홈런을 쳐내고 있다. 2016.09.29. 잠실 | 김도훈기자 dica@sportsseoul.com,,
10100101.2,20160929,스포츠서울,김도훈,"[SS포토] 두산 허준혁, 넥센전 4이닝 6실점...시즌 최다승은 아무래도...",스포츠>야구>한국프로야구,,,,,,"허준혁,한용덕","잠실,경기","두산,히어로즈,두산 베어스","두산,허준혁,6실점,넥센전,시즌,최다승,두산,베어스,선발,허준혁,구장,잠실,진행,넥센,히어로즈,경기,타자,선두,2루,허용,한용덕,코치,교체,진행,허준혁,3회,무실점,넥센,타선,김하성,적시타,박동원,투런,홈런,이택근,스리런,홈런,6실점,2016.09,잠실","허준혁,넥센,6실점,잠실,넥센전,김하성,두산,한용덕,박동원,2루,적시타,투런,히어로즈,최다승,이택근,베어스,무실점,3회,홈런,진행,선두,허용,코치,경기,타자,타선,스리런,교체,시즌,선발,구장","두산 베어스 선발 허준혁이 29일 잠실 구장에서 진행된 넥센 히어로즈와의 경기에 1-6으로 뒤진 5회 선두 타자에게 2루타를 허용하자 한용덕 코치가 교체를 진행하고 있다.

허준혁은 3회까지 무실점으로 넥센 타선을 막았지만, 4회 김하성의 적시타에 이어 박동원의 투런 홈런, 이택근의 스리런 홈런 등으로 6실점으로 무너졌다. 2016.09.29. 잠실 |..",,
10100101.2,20160929,스포츠서울,김도훈,"[SS포토] 넥센 이택근, 두산의 시즌 최다승을 가로막는 스리런 홈런",스포츠>야구>한국프로야구,,,,,,"주루,이택근","잠실,경기","두산,히어로즈,두산 베어스","넥센,이택근,두산,시즌,최다승,스리런,홈런,이택근,넥센,히어로즈,구장,잠실,진행,두산,베어스,경기,홈런,스리런,주루,코치,하이파이브,2016.09,잠실","잠실,두산,히어로즈,넥센,이택근,파이브,베어스,최다승,스리런,홈런,하이,하이파이브,코치,주루,경기,시즌,구장,진행",넥센 히어로즈 이택근이 29일 잠실 구장에서 진행된 두산 베어스와의 경기에 3-1로 앞선 4회 스리런 홈런을 쳐낸 뒤 주루 코치와 하이파이브를 하고 있다. 2016.09.29. 잠실 | 김도훈기자 dica@sportsseoul.co,,
