뉴스 식별자,일자,언론사,기고자,title_kor,통합 분류1,통합 분류2,통합 분류3,사건/사고 분류1,사건/사고 분류2,사건/사고 분류3,인물,위치,기관,keys_kor,특성추출(가중치순 상위 50개),summary,URL,분석제외 여부
10100101.20191001232333001,20191001,스포츠서울,이환범,김태형 - 염경엽 질긴 인연 올해 결말은?,스포츠>야구>한국프로야구,,,사고>산업사고>화재,,,"힐만,조상우,김태형,염경엽",0.5경기,"한국시리즈,와일드카드,준PO,두산,히어로즈","김태형,염경엽,인연,결말,정규,시즌,최종전,우승,감독,두산,김태형,감독,SK,염경엽,인연,사적,사이,승부,세계,희비,시작,2015년,지휘봉,감독,롯데,시즌,후반,더블헤더,독식,뒷심,발휘,여유,히어로즈,키움,3위,준플레이오프,준PO,진출,사령탑,히어로즈,사령,감독,한국시리즈,직전,시즌,삼성,석패,아쉬움,만회,두산,0.5경기,결국,SK,와일드,카드,결정전,PO,수난,시작,미디어데이,감독,조상우,히어로즈,셋업맨,혹사,언급,도발,부상,우회적,감독,비위,준PO,실제,상황,발생,등판,조상우,승리,두산,히어로즈,두산,여세,NC,삼성,격파,한국시리즈,우승컵,감독,2016년,SK,단장,승부사,인연,형태,인연,두산,압도적,승률,정규,시즌,우승,차지,한국시리즈,직행,플레이오프,SK,덜미,외국인,감독,트레이,힐만,지도력,단장,감독,포석,SK,뒷심,감독,감독,지휘봉,필드,승부사,맞대결,재성사,포스트시즌,정규시즌,양상,전개,사람,승부","두산,히어로즈,sk,한국시리즈,정규시즌,결정전,삼성,조상우,승부사,뒷심,염경엽,김태형,최종전,준po,힐만,셋업맨,지휘봉,외국인,미디어데이,재성사,3위,포스트시즌,준플레이오프,맞대결,더블헤더,사령탑,플레이오프,지도력,롯데","[스포츠서울 이환범선임기자] 정규시즌 최종전까지 우승을 놓고 다퉜던 두산 김태형 감독과 SK 염경엽 감독은 묘하고도 질긴 인연이 있다. 사적으로는 누구보다 친한 사이이지만 승부의 세계에서 희비가 엇갈렸다.

시작은 2015년부터다. 첫 지휘봉을 잡은 김 감독은 시즌 후반 롯데와의 더블헤더 독식 등 무서운 뒷심을 발휘하며 여유있게 앞서 있던 히어로즈(현 ..",,
10100101.20191001232328001,20191001,스포츠서울,이환범,"#'미러클'두산, 9경기 차 극복하며 기적의 역전우승",스포츠>야구>한국프로야구, 스포츠>야구>메이저리그, 스포츠>농구_배구,사고>산업사고>폭발, 사고>스포츠사고,,"김광현,조쉬 린드블럼,모드로,이영하,김태형","준플레이오프~플레이오프~한국,0.5경기,경기,2.5경기,당하,문학구장,제 1경기,제 2경기,잠실구장,1.5경기,9경기,14경기,6경기","한국시리즈,SK가,KIA,두산,경기,히어로즈","미러클,두산,9경기,극복,기적,역전우승,미러클,두산,두산,기적,연출,두산,박세혁,안타,NC,역전승,드라마,정규,시즌,우승,확정,두산,잠실구장,NC,경기,역전승,KBO,리그,정규,시즌,우승,확정,9회,박세혁,안타,승리,완성,두산,SK,88승,무55패,0.615,동률,SK,상대전적,9승,우승,확정,사이,차이,정상,프로야구,두산,선두,SK,9경기,두산,65승,0.586,선두,SK,74승,무37패,0.667,격차,키움,1.5경기,3위,탈환,플레이오프,직행,2위,탈환,다행,광복절,양상,전개,45일,두산,22승,무9패,0.710,SK,13승,0.419,극도,부진,6할,중반,승률,기록,시즌,후반,하위,자멸,기간,SK,승률,삼성,승률,0.419,꼴찌,롯데,승률,0.194,타선때문,고민,두산,광복절,타선,폭발,막판,스퍼트,시작,보름,경기,12승,승승장구,SK,승차,기간,팀타,0.312,0.309,시즌,팀타,0.309,위력,에이스,린드블럼,에이스,조쉬,선발진,타선,폭발,극강,모드,돌변,위기,뜻밖,추석,연휴,기간,역전패,상승세,제동,SK전,지난달,SK,사상,초유,보크,역전패,LG,패배,16일,키움,패배,가을장마,태풍,경기,연속,취소,활화산,방망이,불펜,패인,반전,계기,문학구장,지난달,SK,더블헤더,경기,싹쓸,오재일,연속,결승타,1경기,2경기,승리,승차,2.5경기,SK,2경기,에이스,김광현,이영하,완투,두산,SK,KT,지난달,덜미,수렁,SK,지난달,연장,삼성,이학주,덜미,사이,두산,박건우,연장,결승타,승리,공동,두산,시즌,초반,1위,정규,시즌,우승,면모,유지,자리,SK,승률,언저리,키움,자리,3위,악재,부상,선수,속출,나날,8월,타선,반전,기틀,마련,우승,기쁨,두산,불가능,가능,기적,연출,유명,막판,시즌,뒷심,발휘,6경기,LG,0.5경기,정규,시즌,우승,확정,여세,한국시리즈,롯데,우승컵,2001년,2015년,3위,포스트시즌,진출,준플레이오프,플레이오프,한국시리즈,대장정,대망,우승컵,포스트,시즌,우승,두산,감독,두산,김태형,지휘봉,2015년,히어로즈,키움,NC,준플레이오프,플레이오프,한국시리즈,삼성,4승,시리즈,전적,승리,팬들,열광,두산,한국시리즈,직행,통산,우승,도전,KIA,석패,압도,정규,시즌,우승,차지,SK,덜미,기적,정규,시즌,역전,우승,기세,6번,우승,도전","두산,sk,한국시리즈,1위,3위,9경기,삼성,역전패,전적,2위,우승컵,2경기,포스트시즌,광복절,결승타,9승,롯데,역전승","[잠실=스포츠서울 이환범선임기자] ‘미러클 두산’. 

두산이 또 기적을 연출했다. 두산이 박세혁의 끝내기 안타를 앞세워 NC에 역전승을 거두며 드라마같은 정규시즌 우승을 확정지었다.

두산은 1일 잠실구장에서 열린 NC와의 경기에서 6-5로 역전승을 거두면서 2019 KBO리그 정규시즌 우승을 확정지었다. 5-5로 맞서던 9회말 1사 2루에서 박세혁의..",,
10100401.20190927130122001,20190927,스포츠월드,전영민 기자,[SW비하인드]웃으며 떠난 김기태 감독 수많은 배려가 만든 해피엔딩,스포츠>야구>한국프로야구,,,,,,"김,김기태,양현종,안치홍,박흥식,이화원","미국,광주기아챔피언스필드,광주광역시,경기,키움,적도,한국,광주","기아챔피언스필드,KIA타이거즈-,KIA,영광,행사,신한은행,KIA 타이거즈,KT전","김기태,감독,배려,해피엔딩,24일,광주광역시,광주,기아챔피언스필드,KBO리그,신한은행,CAR,KBO,리그,KIA,타이거즈,키움,히어로즈,경기,김기태,감독,송별식,양현종,안치홍,유니폼,액자,전달,기념촬영,예의,기아챔피언스필드,광주,기아,챔피언,스필드,김기태,KIA,감독,등장,광주,KT,자진,사퇴,정장,차림,김기태,감독,얼굴,화색,현장,지휘봉,성적,압박감,스트레스,남짓,영광,참모들,제자들,인사,팬들,감사,인사,구단,송별,행사,마련,구체적,일정,계획,선수들,경기력,성적,하위권,여론,마음,보도자료,구단,행사,개최,예우,위기,상황,지휘봉,2017시즌,우승,감독,마음,주도,한마음,행사,기획,행사,일정,확정,마지막,홈경기,신인드래프트,KBO,KIA,유니폼,선수들,홈팬들,시즌,감독,상의,24일,적격,외부,비밀리,준비,김기태,감독,성향,난제,이화원,대표,이사,설득,KIA타이거즈,신한은행,CAR,KBO,리그,KIA,타이거즈,키움히어로즈,조남수,KIA,김기태,감독,송별,행사,광주기아챔피언스필드,news,isportskorea.com,소식,행사,확정,대행,박흥식,감독,감독,참모,역할,마음,대행,2015년,감독,KIA,암흑기,암울,고민,그간,활약,혼자,예의,구단,해피엔딩,마련,다행,미국,한국,휴식,감독,그간,야구,거리,텔레비전,시청,하이라이트,자막,소식,경기,미국,메이저,리그,구장,야구,KBO리그,외면,감독,애들,경기,모습,마음,행복,가능성,아이들,고비,KBO리그,성공,선수들,감독,방문,소식,하루,선수들,주장,안치홍,시즌,연락,주장,감독,제자,행사,참여,생각,감독,박찬호,감독,데뷔,성장,방향,야구,인생,은인,표현,배려,송별식,김기태,감독,4개월,경기장,사진,KIA,제공","kia,광주,김기태,키움히어로즈,그간,선수들,지휘봉,kbo,미국,해피엔딩,타이거즈,광주기아챔피언스필드,안치홍,송별식,이화원,kbo리그,기아챔피언스필드,박흥식,아이들,영광,기념촬영",24일 오후 광주광역시 광주-기아챔피언스필드에서 열린 '2019 신한은행 MY CAR KBO리그' KIA 타이거즈와 키움 히어로즈의 경기에 앞서 가진 김기태 감독의 송별식에서 양현종과 안치홍이 유니폼 액자를 전달한 뒤 기념촬영을 하고 있다. (조남수 기자/news@isportskorea.com) [스포츠월드=전영민 기자] “이게 진정한 예의라고 봅니다...,http://www.sportsworldi.com/content/html/2019/09/26/20190926508280.html,
10100101.20190926130259001,20190926,스포츠서울,장강훈,"유승안 장채근 ""안할 이유 없다""면서도 자세 낮춰 [SS KIA감독 청문회]③",스포츠>야구,,,,,,"전준우,유,우규민,안치홍,장,임창민,장원준,장채근,박건우,양의지,이천웅,손승락,신기하,허경민,유승안","자천타천,중계","KIA감독,KIA,상상인,홍익대,두산,타이거즈,경찰야구단,경찰청,퓨처스리그,마성,우리히어로즈,MBC","유승안,장채근,자세,청문회,SS,KIA,감독,외부인사,KIA,감독,후보,거론,인물,유승안,경찰,야구단,감독,감독,홍익대,장채근,감독,준비기,타이거즈,왕조,1984년,1985년,감독,전성기,1986년,1994년,호랑이,유니폼,올드팬,향수,인물들,감독,프로,야구,거절,유혹,인기팀,최고,인기,KIA,지휘봉,야구인,카드,자천타천,감독,후보,물망,소식,감독,기회,기회,후보,거론,상상,경찰,야구단,해체,야인,감독,퓨처스리그,잔뼈,지도자,2008년,경찰,야구단,지휘봉,매시즌,우승,NC,양의지,두산,허경민,박건우,LG,이천웅,전준우,KIA,안치홍,야수들,삼성,우규민,롯데,손승락,NC,임창민,두산,장원준,경찰청,기량,단계,대표적,선수들,감독,생활,선수들,선수들,마음,감독,부족,보완,극대화,도움,지도자,감독,KIA측,연락,후보,소식,기분,정비,자신,의욕,10개,구단,지원금,운영,10개,경찰,야구단,특성,구단,선수들,성향,입대,갑질논란,잡음,약점,작용,2008년,히어로즈,키움,코치,초대,배터리,프로,무대,감독,자타공,감독,대학,최고,대학야구,미스터,쓴소리,리그,활성,고군분투,입담,해태,레전드,이미지,호랑이,그라운드,인상,촌철살인,웃음꽃,마성,매력,약체,홍익대,대학,지도력,감독,카리스마,기본기,관리,팬들,타이거즈,체질,개선,적임자,평가,감독,이름,대학야구,고사위기,활성,방법,고민,구단,강조,대학,프로,선수,정신,연봉,조금,슈퍼스타,행동,모습,중계화면,정도,프로선수들,모습,야구발전,백해무익,쓴소리,잊지,유승안,1일,1986년,MBC,해태,2군,한화,감독,한화,감독,경찰,야구단,감독,장채근,28일,감독,해태,쌍방울,해태,배터리,코치,KIA,수석,코치,우리히어로즈,배터리,코치,홍익대","해태,kia,지휘봉,홍익대,타이거즈,유승안,선수들,장채근,야구단,두산,nc,쓴소리,지도자,한화,우리히어로즈,삼성,이천웅,손승락","[스포츠서울 장강훈기자] 외부인사 중 KIA 새 감독 후보 중 가장 많이 거론되는 인물이 유승안 전 경찰야구단 감독과 홍익대 장채근 감독이다. 유 전감독은 타이거즈 왕조 준비기인 1984년과 1985년, 장 감독은 전성기인 1986년부터 1994년까지 호랑이 유니폼을 입어 올드팬의 향수에 녹아있는 인물들이다.

둘 다 프로야구 1군 감독은 거절할 수 없..",,
10100401.20190924213026001,20190924,스포츠월드,전영민 기자,"'1208일 만에 선발' 이준영 ""거짓말인 줄 알았는데 진짜였다""",스포츠>야구>한국프로야구, 스포츠>야구>메이저리그, 스포츠>야구>일본프로야구,,,,"이준영,박흥식","광주광역시,경기,키움,제구,36경기,화력,광주,경기도","기아챔피언스필드,기아,KIA,신한은행,KIA 타이거즈,마이카,넥센전","1208일,선발,이준영,거짓말,진짜,24일,광주광역시,광주,기아챔피언스필드,KBO리그,신한은행,CAR,KBO,리그,KIA,타이거즈,키움,히어로즈,경기,이준영,KIA,선발,투수,투구,이준영,시즌,경기,1홀드,등판,평균,자책점,7.04,기록,시즌,선발,등판,거짓말,KIA,기아챔피언스필드,광주,신한은행,마이카,KBO,리그,키움,홈경기,승리,선발,등판,이준영,호투,이준영,막강,화력,자랑,키움,타선,상대,기록,넥센전,광주,이닝,3자책,1208일,선발,등판,승리,발판,마련,경기,이준영,선발,등판,통보,거짓말,진짜,준비,철저,이날,제구,신경,볼넷,승부,2016년,선발,5이닝,이날,선발,5이닝,소감,부족,파악,이준영,시즌,릴리프,실점,구속,시즌,성과,내년,보직,초대,점수,투수,다짐,대행,박흥식,감독,선발,이준영,호투,점수,박흥식,대행,선발투수,이준영,자신,역할,호투,투수들,모습,야수들,슬라이딩,플레이,전력,모습,응원,팬들,승리,보답,경기,최선,사진,KIA,제공","이준영,광주,kia,5이닝,거짓말,마이카,박흥식,선발투수,신한은행,기아챔피언스필드,타이거즈,kbo,볼넷,야수들,3자책,자책점,릴리프,팬들,kbo리그,1홀드,홈경기,광주광역시,투수들,히어로즈,car",24일 오후 광주광역시 광주-기아챔피언스필드에서 열린 '2019 신한은행 MY CAR KBO리그' KIA 타이거즈와 키움 히어로즈의 경기에서 KIA 선발투수 이준영이 투구하고 있다. 이준영은 올 시즌 36경기에 등판 1승 1홀드와 평균자책점 7.04를 기록하고 있다. 올 시즌 첫 선발 등판이다. (조남수 기자/news@isportskorea.com) [..,http://www.sportsworldi.com/content/html/2019/09/24/20190924515086.html,
10100101.20190924001025001,20190924,스포츠서울,이게은,"치어리더 김한나, 오프숄더 원피스로 뽐낸 '섹시美'",문화>방송_연예, 문화>학술_문화재,,,,,김한나,,eu,"치어리더,김한나,오프숄,원피스,섹시,치어리더,김한나,분위기,김한나,자신,인스타그램,사진,공개,사진,김한나,사진,오프숄,원피스,완벽,몸매,비율,얼굴,모습,매혹적,분위기,청순,분위기,매력,김한나,프로,야구,키움,히어로즈,치어리더,활동,사진,김한나,SNS","김한나,치어리더,오프숄,매혹적,인스타,인스타그램,히어로즈,sns,사진,분위기,비율,원피스,키움,모습,몸매,얼굴,완벽,야구,매혹,그램,프로,자신,활동,섹시,청순,매력,공개","[스포츠서울 이게은기자]치어리더 김한나가 남다른 분위기를 자아냈다.

최근 김한나는 자신의 인스타그램에 한 장의 사진을 올렸다.

공개된 사진 속 김한나는 오프숄더 원피스로 완벽한 몸매를 뽐냈다. 8등신 비율은 작은 얼굴로 더욱 돋보인 모습. 매혹적인 분위기 속 청순한 매력도 자아냈다.

한편 김한나는 프로야구 키움 히어로즈 치어리더로 활동 중이다.

..",,
10100101.20190923152758002,20190923,스포츠서울,이웅희,2009년 타격왕 밀어주기 거셌던 후폭퐁[이슈추적],스포츠>야구>한국프로야구,,,,,,"박용택,김,김재박,홍성흔,폭퐁","잠실구장,경기","매시즌,히어로즈","타격왕,후폭퐁,이슈추적,결승점,결과,예측,매시즌,막바지,순위,경쟁,스타선수들,타이틀,경쟁,치열,진행,박용택,시즌,LG,홍성흔,은퇴,롯데,타격왕,경쟁,차이,타율,0.001,승패,결정,만큼,경쟁구도,형성,잠실구장,박용택,홍성흔,진검승부,시즌,막바지,진검,승부,김재박,김재박,LG,감독,박용택,라인업,제외,박용택,타율,0.374,기록,홍성흔,타율,0.372,0.002,차이,LG,투수,홍성흔,볼넷,출루,홍성흔,승부,그라운드,박용택,경기,출장,방망이,기회,홍성흔,타율,제자리,박용택,경기,정규,시즌,마지막,히어로즈,키움,출장,타격왕,확정,상태,결국,박용택,타율,0.372,타격왕,홍성흔,0.371,타격,LG,구단,감독,박용택,비난,2년,타격왕,수차례,타이틀,수성,2009년,KBO,리그,관중,증가,시작,주목도,박용택,시즌,종료,동시,자신,사과,장문,골든,글러브,시상식,대중,사건,언급,고개,사건,후폭풍,반면교사,10년,타이틀,행위","박용택,홍성흔,타격왕,lg,시상식,김재박,잠실구장,만큼,볼넷,결승점,이슈추적,반면교사,후폭풍,매시즌,스타선수들,히어로즈,후폭퐁,경쟁구도,주목도,롯데","[스포츠서울 윤세호기자] 결승점을 지나기 전까지는 누구도 결과를 예측할 수 없다. 매시즌 막바지까지 각 팀의 순위 경쟁 혹은 스타선수들의 타이틀 경쟁이 치열하게 진행되는 가운데 2009시즌 박용택(LG)과 홍성흔(은퇴 당시 롯데)의 타격왕 경쟁도 그랬다. 타율 0.001 차이로 승패가 결정될 만큼 끝까지 물고 물리는 경쟁구도가 형성됐다.

문제는 과정이..",,
10100101.20190922122659001,20190922,스포츠서울,이환범,"SK 줄지않는 매직넘버6, 정규시즌 우승 최종일에 가려질까",스포츠>야구>한국프로야구,,,,,,염경엽,"137경기,138경기,당하,9경기,7경기,6경기","2경기,두산,에이스 벤헤켄,SK가,당하,와일드카드,히어로즈","SK,매직넘버6,최종일,정규,시즌,우승,정규,시즌,우승,최종일,선두,독주,SK,시즌,막판,부진,우승전선,먹구름,5연패,두산,사이,추격자,4승,키움,1승,우승매직넘버,매직넘버지,전경기,전승,자력,우승,확정,SK,21일,138경기,84승,무53패,승률,0.613,기록중,두산,137경기,83승,승률,0.606,SK,1게임,키움,84승,무56패,두산,7경기,전승,SK,6경기,전승,90승,무53패,우승,차지,두산,90승,기록,1패,우승,가능,두산,9경기,여유,1위,SK,극도,부진,추격,허용,4승,0.333,꼴찌,롯데,4승,9위,두산,더블헤더,싹쓸,다음날,키움,덜미,한화,더블헤더,예정,취소,예비,편성일,28일,두산,2경기,28일,편성,예정,정규,시즌,우승컵,최종일,결정,가능성,염경엽,감독,사령탑,히어로즈,여유,3위,막판,두산,추격전,반게임차,4위,기억,결정전,결국,와일드,카드,시작,히어로즈,에이스,벤헤켄,소모,준플레이오프,두산,시리즈,두산,기세,NC,삼성,격파,2001년,14년,우승컵","두산,4승,우승컵,최종일,히어로즈,sk,더블헤더,84승,3위,90승,무53패,삼성,한화,추격자,1승,4위,벤헤켄,반게임차,nc,결정전,5연패,편성일,138경기,염경엽,롯데,기록중,매직넘버지,사령탑,넘버지,싹쓸,전경기","[스포츠서울 이환범선임기자] ‘정규시즌 우승은 최종일에 가려진다?’

선두를 독주하던 SK가 시즌 막판에 부진하며 우승전선에 먹구름이 드리워졌다. 최근 5연패를 당하는 사이 추격자 두산은 4승, 키움도 1승이다. 우승매직넘버 ‘6’이 줄지않고 있다. 이제는 말이 매직넘버지 남은 전경기에서 전승을 해야 자력으로 우승을 확정지을 수 있다.

SK는 21일 ..",,
10100101.20190920100812001,20190920,스포츠서울,이웅희,"SK, 홈경기 최종전에 '레드 데이' 실시",스포츠>스포츠일반,,,,,,,"인천,경기","삼성 라이온즈,레드,와이번스,SK행복드림구장,인천지역,iasp,히어,성원,사회복지,임하,SK와이번스","SK,홈경기,최종전,레드,데이,SK,삼성,라이온즈와,최종전,시즌,홈경기,레드,데이,진행,레드,데이,선수단,SK,메인,컬러,경기장,포스트시즌,선전,다짐,기획,전원,이날,선수단,포스트시즌,선전,기원,제작,유니폼,포스트,시즌,선전,기원,레드,레드,유니폼,경기,출전,레드,유니폼,온라인,와이번,스샵,판매,시작,20일,키움,히어로즈,홈경기,1층,인천,SK,행복드림구장,위치,오프라인,와이번,스샵,판매,SK,마케팅,레드,컬러,일환,출시,이날,신규,레드,유니폼,과거,구단,레드,테마,유니폼,착용,팬들,대상,W센터,버거킹,상품권,선착순,SK,시즌,성원,시즌,팬들,사랑,보답,마음,25일,경기,방문,관객들,할인혜택,오프라인,와이번,스샵,상품,10%,할인,혜택,제공,상품,제외,구장내,위치,매장,식음료,10%,할인,적용,이날,관람객,레드,컬러,적용,5천,응원,클래퍼,2천,응원,소깃발,포스트시즌,대비,응원전,예정,경기,종료,선수단,전원,베이스,라인,도열,포스트시즌,각오,팬들,시즌,열광적,시즌,열광,응원,팬들,감사,의미,관중석,사인볼,선물,선수단,팬들,포스트시즌,선전,다짐,포스트,시즌,슬로건,합창,기원,포스트,시즌,선전,주제,스페셜,불꽃,축제,SK,홈경기,최종전,행복,티켓,프로그램,행복,티켓,스폰서,기업,협찬,금액,활용,인천지역,어린이,사회,복지,단체,소속,봉사자들,초청,SK와이번스,대표적,사회공헌활동,에몬스가구,KG모빌리언스,참여,행복,티켓,프로그램,4천,봉사자,야구장,방문,예정","포스트시즌,팬들,선수단,sk,홈경기,오프라인,와이번,최종전,봉사자,선착순,인천,5천,온라인,소깃발,버거킹,식음료,1층","[스포츠서울 이웅희기자] SK는 9월 25일(수)에 열리는 삼성 라이온즈와의 2019시즌 홈경기 최종전을 ‘레드 데이’로 진행한다.

‘레드 데이’는 선수단과 팬이 하나 되어 SK의 메인 컬러인 붉은 색으로 경기장을 물들이며 포스트시즌에서의 선전을 다짐하기 위해서 기획됐다.

먼저 이날 선수단 전원은 포스트시즌의 선전을 기원하기 위해 특별히 새롭게 제작..",,
10100101.20190917104548001,20190917,스포츠서울,윤소윤,"홈런왕의 품격 키움의 '영웅' 박병호, 위기에 더 강했다",스포츠>야구>한국프로야구,,,사고>스포츠사고,,,"박병호,조쉬 린드블럼","잠실,슬럼프,경기","두산전,슬럼프,두산,히어로즈","홈런왕,품격,키움,영웅,박병호,위기,키움,타자,박병호,홈런왕,박병호,두산전,잠실,타자,선발,출장,6회,주자,상황,두산,에이스,조쉬,린드블럼,초구,통타,왼쪽,담장,솔로포,홈런,시즌,기록,박병호,홈런왕,고지,걸음,박병호,시즌,상승세,6월,박병호,위기,허리,손목부상,타격,슬럼프,2군,우여곡절,히어로즈,박병호,위기,2군,박병호,방망이,두산,지난달,경기,연타석,홈런,그간,부진,NC,경기,시즌,추가,승리,한화전,기록,상승세,4안타,홈런,상반기,부진,슬럼프,순간,위기,순간,극적,한방,위기,면모,박병호,2012년,2015년,홈런왕,연속,자리,위력,확인","박병호,두산,홈런왕,4안타,2군,상승세,린드블럼,한화전,잠실,6회,히어로즈,손목부상,조쉬,우여곡절,솔로포,두산전,그간,상반기,연타석,품격,nc,시즌","[스포츠서울 윤소윤기자]키움 4번 타자 박병호(33)가 홈런왕 굳히기에 나섰다. 

박병호는 16일 잠실 두산전에서 4번 타자로 선발 출장했다. 1-3으로 뒤진 6회 초 2사 주자 없는 상황에서 두산 에이스 조쉬 린드블럼의 초구를 통타해 왼쪽 담장을 훌쩍 넘기는 솔로포를 쏘아 올렸다. 시즌 33호 홈런을 기록한 박병호는 홈런왕의 고지에 한 걸음 더 다가..",,
